id,full_name,gender,date_of_birth,blood_group,phone,email,roll_no,abc_id,aadhaar_number,photo_url,tc_number,address,city,state,pincode,father_name,mother_name,parent_phone,guardian_name,annual_income,siblings,community,religion,caste,nationality,mother_tongue,stream,department,dept_id,branch,branch_full_name,jntuh_branch_code,admission_year,batch,current_year,section,current_semester,cgpa,sgpa_current,active_backlogs,admission_category,eamcet_hall_ticket,eamcet_rank,fee_category,annual_tuition_fee,hostel_fee,total_annual_fee,scholarship,scholarship_amount,bus_route,student_status
STU-01239,Rahul Sinha,Male,2005-08-24,A+,9184081252,rahul.01239@student.aits.edu.in,24A81A930039,488045443925,XXXX-XXXX-4909,https://randomuser.me/api/portraits/men/52.jpg,AITS/TC/2024/9588,"Door No 4-12, Near Temple",Nalgonda,Telangana,508001,Sai Sinha,Rachana Sinha,9785612202,Sai Sinha,250000,1,BC-D,Hindu,Mudiraj,Indian,Urdu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,8.07,8.66,0,NRI,,,Day Scholar,98000,0,98000,,0,,Active
STU-01240,Srikanth Sastry,Male,2005-06-01,A+,9354501919,srikanth.01240@student.aits.edu.in,24A81A930040,986657026887,XXXX-XXXX-6724,https://randomuser.me/api/portraits/men/53.jpg,AITS/TC/2024/5963,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500071,Qasim Sastry,Anjali Sastry,9502221001,Qasim Sastry,300000,1,OC,Hindu,Velama,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.68,7.09,0,Management,,,Day Scholar,98000,0,98000,,0,,Active
STU-01241,Qasim Kumar,Male,2005-01-16,A+,9337738214,qasim.01241@student.aits.edu.in,24A81A930041,329602930360,XXXX-XXXX-1907,https://randomuser.me/api/portraits/men/54.jpg,AITS/TC/2024/8075,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500059,Dinesh Kumar,Ramya Kumar,9970587580,Dinesh Kumar,400000,2,OC,Hindu,Kamma,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.79,7.95,0,Management,,,Hosteller,98000,55000,153000,,0,,Active
STU-01242,Fathima Iyer,Female,2004-08-09,B+,9795482770,fathima.01242@student.aits.edu.in,24A81A930042,393891904092,XXXX-XXXX-7456,https://randomuser.me/api/portraits/women/55.jpg,AITS/TC/2024/2143,"Plot 7, Colony Road",Mahbubnagar,Telangana,509001,Nanda Iyer,Fathima Iyer,9621508271,Nanda Iyer,300000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.52,7.66,2,EAMCET,TS53997,78940,Day Scholar,98000,0,98000,,0,,Active
STU-01243,Bhavana Rao,Female,2006-11-16,O+,9568377604,bhavana.01243@student.aits.edu.in,24A81A930043,628473910048,XXXX-XXXX-9737,https://randomuser.me/api/portraits/women/56.jpg,AITS/TC/2024/7997,"Door No 4-12, Near Temple",Visakhapatnam,Andhra Pradesh,530001,Ganesh Rao,Revathi Rao,9421080691,Ganesh Rao,1000000,1,SC,Hindu,Arundhatiya,Indian,Kannada,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.52,8.03,0,NRI,,,Hosteller,98000,55000,153000,SC/ST Post-Matric,45000,,Active
STU-01244,Vyshnavi Murthy,Female,2005-08-28,O-,9803623828,vyshnavi.01244@student.aits.edu.in,24A81A930044,397947055809,XXXX-XXXX-8750,https://randomuser.me/api/portraits/women/57.jpg,AITS/TC/2024/9876,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500012,Bhaskar Murthy,Manasa Murthy,9913253331,Bhaskar Murthy,250000,1,OC,Hindu,Brahmin,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,8.09,6.53,0,Management,,,Day Scholar,98000,0,98000,,0,,Active
STU-01245,Vamsi Gupta,Male,2006-04-24,A-,9528559159,vamsi.01245@student.aits.edu.in,24A81A930045,207041066984,XXXX-XXXX-4578,https://randomuser.me/api/portraits/men/58.jpg,AITS/TC/2024/9274,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500072,Ishaan Gupta,Vyshnavi Gupta,9490751319,Ishaan Gupta,1500000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.2,8.02,0,EAMCET,TS42566,66303,Hosteller,98000,55000,153000,Merit,10000,,Active
STU-01246,Arjun Natarajan,Male,2007-01-21,O+,9961833024,arjun.01246@student.aits.edu.in,24A81A930046,545619330416,XXXX-XXXX-6953,https://randomuser.me/api/portraits/men/59.jpg,AITS/TC/2024/4735,"Flat 3A, Residency",Eluru,Andhra Pradesh,534001,Ajay Natarajan,Divya Natarajan,9632530820,Ajay Natarajan,150000,3,BC-B,Hindu,Beri Chetty,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.45,7.25,2,NRI,,,Hosteller,98000,55000,153000,EBC,20000,,Active
STU-01247,Bindhu Shah,Female,2004-04-14,A+,9452792099,bindhu.01247@student.aits.edu.in,24A81A930047,412072040917,XXXX-XXXX-1118,https://randomuser.me/api/portraits/women/60.jpg,AITS/TC/2024/9507,"Plot 7, Colony Road",Visakhapatnam,Andhra Pradesh,530001,Krishna Shah,Ramya Shah,9651981407,Krishna Shah,150000,2,OC,Hindu,Brahmin,Indian,Tamil,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.58,6.67,0,Lateral Entry,TSLAT5011,3294,Day Scholar,98000,0,98000,,0,,Active
STU-01248,Jyothi Anand,Female,2005-05-09,AB-,9144717075,jyothi.01248@student.aits.edu.in,24A81A930048,716546102519,XXXX-XXXX-6168,https://randomuser.me/api/portraits/women/61.jpg,AITS/TC/2024/1618,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500035,Rajesh Anand,Kavya Anand,9136157527,Rajesh Anand,800000,2,BC-A,Hindu,Mudaliar,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,8.04,8.07,0,EAMCET,TS65486,8089,Hosteller,98000,55000,153000,,0,,Active
STU-01249,Balu Kaur,Male,2004-07-07,B+,9335090262,balu.01249@student.aits.edu.in,24A81A930049,284217731020,XXXX-XXXX-5028,https://randomuser.me/api/portraits/men/62.jpg,AITS/TC/2024/6853,"Door No 4-12, Near Temple",Mancherial,Telangana,504208,Rahul Kaur,Anjali Kaur,9362879029,Rahul Kaur,150000,1,BC-C,Muslim,Dudekula,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.99,6.78,0,EAMCET,TS17880,24593,Day Scholar,98000,0,98000,EBC,20000,,Active
STU-01250,Farida Bhat,Female,2007-01-10,O+,9237463485,farida.01250@student.aits.edu.in,24A81A930050,186760392017,XXXX-XXXX-9711,https://randomuser.me/api/portraits/women/63.jpg,AITS/TC/2024/6880,"Flat 3A, Residency",Rajahmundry,Andhra Pradesh,533101,Prashanth Bhat,Sravani Bhat,9967312515,Prashanth Bhat,150000,1,SC,Hindu,Mala,Indian,Kannada,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.03,8.19,0,EAMCET,TS17328,46428,Hosteller,98000,55000,153000,SC/ST Post-Matric,45000,,Active
STU-01251,Lahari Kaur,Male,2004-04-19,AB-,9971178877,lahari.01251@student.aits.edu.in,24A81A930051,266423407790,XXXX-XXXX-5438,https://randomuser.me/api/portraits/men/64.jpg,AITS/TC/2024/9264,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500040,Qasim Kaur,Bindhu Kaur,9212719236,Qasim Kaur,500000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.49,7.71,0,EAMCET,TS77530,19098,Day Scholar,98000,0,98000,,0,,Active
STU-01252,Dharani Agarwal,Female,2005-11-15,O-,9836115658,dharani.01252@student.aits.edu.in,24A81A930052,952202268555,XXXX-XXXX-9648,https://randomuser.me/api/portraits/women/65.jpg,AITS/TC/2024/6547,"Door No 4-12, Near Temple",Warangal,Telangana,506001,Mohan Agarwal,Hema Agarwal,9144043478,Mohan Agarwal,300000,0,BC-A,Hindu,Kummari,Indian,Hindi,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.78,6.76,0,Management,,,Day Scholar,98000,0,98000,,0,,Active
STU-01253,Rachana Iyer,Female,2005-10-24,AB-,9223618469,rachana.01253@student.aits.edu.in,24A81A930053,885484128424,XXXX-XXXX-6330,https://randomuser.me/api/portraits/women/66.jpg,AITS/TC/2024/4446,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500093,Vikram Iyer,Nandini Iyer,9537251165,Vikram Iyer,400000,0,SC,Hindu,Mala,Indian,Urdu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.44,6.86,0,Management,,,Hosteller,98000,55000,153000,SC/ST Post-Matric,45000,,Active
STU-01254,Pavani Anand,Female,2007-01-17,AB+,9912427717,pavani.01254@student.aits.edu.in,24A81A930054,249086069817,XXXX-XXXX-3499,https://randomuser.me/api/portraits/women/67.jpg,AITS/TC/2024/5068,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500048,Gowtham Anand,Vidya Anand,9998039310,Gowtham Anand,800000,2,ST,Hindu,Gond,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,7.7,7.06,0,EAMCET,TS58488,38207,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
STU-01255,Jayanth Kapoor,Male,2007-01-16,B+,9166705375,jayanth.01255@student.aits.edu.in,24A81A930055,412290056420,XXXX-XXXX-6422,https://randomuser.me/api/portraits/men/68.jpg,AITS/TC/2024/9004,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500080,Rakesh Kapoor,Gayathri Kapoor,9838722523,Rakesh Kapoor,600000,1,OC,Hindu,Komati,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.65,7.7,0,Management,,,Hosteller,98000,55000,153000,,0,,Active
STU-01256,Pavani Agarwal,Female,2006-06-01,AB+,9281200380,pavani.01256@student.aits.edu.in,24A81A930056,597256380956,XXXX-XXXX-8060,https://randomuser.me/api/portraits/women/69.jpg,AITS/TC/2024/2854,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500058,Santosh Agarwal,Pooja Agarwal,9939922150,Santosh Agarwal,250000,3,OBC,Muslim,Mughal,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.72,7.8,0,NRI,,,Day Scholar,98000,0,98000,,0,,Active
STU-01257,Aditya Patil,Male,2007-08-21,A+,9979527640,aditya.01257@student.aits.edu.in,24A81A930057,160341822246,XXXX-XXXX-6553,https://randomuser.me/api/portraits/men/70.jpg,AITS/TC/2024/8924,"Plot 7, Colony Road",Sangareddy,Telangana,502001,Praveen Patil,Prasanna Patil,9481872416,Praveen Patil,1500000,3,SC,Hindu,Adi Andhra,Indian,Hindi,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,10.0,7.28,0,EAMCET,TS26125,56569,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
STU-01258,Bhargav Singh,Male,2007-09-27,A+,9940008856,bhargav.01258@student.aits.edu.in,24A81A930058,493473814338,XXXX-XXXX-1127,https://randomuser.me/api/portraits/men/71.jpg,AITS/TC/2024/8484,"H.No 2-45, Main Road",Nellore,Andhra Pradesh,524001,Ravi Singh,Charitha Singh,9548153181,Ravi Singh,150000,1,OC,Hindu,Kamma,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.7,6.24,0,Management,,,Day Scholar,98000,0,98000,,0,,Active
STU-01259,Girish Mishra,Male,2004-01-25,O+,9761492150,girish.01259@student.aits.edu.in,24A81A930059,834733901210,XXXX-XXXX-7885,https://randomuser.me/api/portraits/men/72.jpg,AITS/TC/2024/4110,"Plot 22, Nagendra Nagar, Nacharam",Hyderabad,Telangana,500092,Ravi Mishra,Bhavana Mishra,9135875791,Ravi Mishra,500000,1,BC-D,Hindu,Mudiraj,Indian,Kannada,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,6.79,7.89,0,EAMCET,TS22168,15159,Day Scholar,98000,0,98000,,0,Route-10,Active
STU-01260,Charan Murthy,Male,2004-04-16,B-,9730754081,charan.01260@student.aits.edu.in,24A81A930060,302046277801,XXXX-XXXX-1039,https://randomuser.me/api/portraits/men/73.jpg,AITS/TC/2024/3213,"Flat 3A, Residency",Mahbubnagar,Telangana,509001,Prashanth Murthy,Keerthi Murthy,9803175580,Prashanth Murthy,200000,1,BC-B,Hindu,Beri Chetty,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,A,3,8.8,8.38,0,EAMCET,TS68955,69122,Day Scholar,98000,0,98000,EBC,20000,Route-5,Active
STU-01261,Siddharth Sastry,Male,2005-09-23,AB-,9199541287,siddharth.01261@student.aits.edu.in,24A81A930061,422919668216,XXXX-XXXX-4053,https://randomuser.me/api/portraits/men/74.jpg,AITS/TC/2024/6361,"Door No 4-12, Near Temple",Jagtial,Telangana,505327,Krishna Sastry,Varsha Sastry,9259879402,Krishna Sastry,600000,1,SC,Hindu,Adi Andhra,Indian,Urdu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.41,6.05,0,Lateral Entry,TSLAT4180,1463,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
STU-01262,Trivikram Subramaniam,Male,2004-05-09,B+,9754321006,trivikram.01262@student.aits.edu.in,24A81A930062,287116599633,XXXX-XXXX-6097,https://randomuser.me/api/portraits/men/75.jpg,AITS/TC/2024/7207,"Plot 12, Srinivasa Nagar, Medchal",Hyderabad,Telangana,500049,Vikram Subramaniam,Aparna Subramaniam,9975580042,Vikram Subramaniam,1500000,1,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.7,6.45,0,EAMCET,TS52865,44290,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,Route-3,Active
STU-01263,Yashwanth Reddy,Male,2004-05-25,B-,9732594903,yashwanth.01263@student.aits.edu.in,24A81A930063,526870790713,XXXX-XXXX-7853,https://randomuser.me/api/portraits/men/76.jpg,AITS/TC/2024/5421,"H.No 2-45, Main Road",Suryapet,Telangana,508213,Vamsi Reddy,Manasa Reddy,9677430958,Vamsi Reddy,250000,2,BC-B,Hindu,Viswabrahmins,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,6.74,7.2,1,EAMCET,TS44903,51293,Day Scholar,98000,0,98000,,0,Route-8,Active
STU-01264,Aparna Naidu,Female,2006-09-14,B+,9628216344,aparna.01264@student.aits.edu.in,24A81A930064,434663497464,XXXX-XXXX-9533,https://randomuser.me/api/portraits/women/77.jpg,AITS/TC/2024/9231,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500016,Rahul Naidu,Yamini Naidu,9454015239,Rahul Naidu,500000,1,BC-C,Muslim,Laddaf,Indian,Urdu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,6.36,6.19,0,Management,,,Day Scholar,98000,0,98000,,0,,Active
STU-01265,Aarav Sharma,Male,2005-06-03,B-,9888943264,aarav.01265@student.aits.edu.in,24A81A930065,801778754183,XXXX-XXXX-8847,https://randomuser.me/api/portraits/men/78.jpg,AITS/TC/2024/9357,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500087,Rahul Sharma,Swapna Sharma,9544777243,Rahul Sharma,300000,0,OC,Hindu,Brahmin,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.59,8.11,0,EAMCET,TS66936,47547,Day Scholar,98000,0,98000,,0,Route-2,Active
STU-01266,Vikram Malhotra,Male,2007-06-05,B-,9154448564,vikram.01266@student.aits.edu.in,24A81A930066,457554138911,XXXX-XXXX-2356,https://randomuser.me/api/portraits/men/79.jpg,AITS/TC/2024/4044,"Plot 22, Nagendra Nagar, Nacharam",Hyderabad,Telangana,500095,Kiran Malhotra,Zara Malhotra,9465428086,Kiran Malhotra,600000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,5.81,7.02,3,Lateral Entry,TSLAT6234,506,Hosteller,98000,55000,153000,,0,,Active
STU-01267,Nithish Subramaniam,Male,2004-07-23,A+,9319915143,nithish.01267@student.aits.edu.in,24A81A930067,836543806308,XXXX-XXXX-1780,https://randomuser.me/api/portraits/men/80.jpg,AITS/TC/2024/5841,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500080,Deepak Subramaniam,Anjali Subramaniam,9531871563,Deepak Subramaniam,150000,3,BC-D,Hindu,Munnur Kapu,Indian,Kannada,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.91,7.54,0,EAMCET,TS74364,6664,Day Scholar,98000,0,98000,EBC,20000,,Active
STU-01268,Amarnath Agarwal,Male,2007-06-28,B+,9242491462,amarnath.01268@student.aits.edu.in,24A81A930068,119211738933,XXXX-XXXX-3952,https://randomuser.me/api/portraits/men/81.jpg,AITS/TC/2024/1177,"H.No 2-45, Main Road",Jagtial,Telangana,505327,Ganesh Agarwal,Zara Agarwal,9411311913,Ganesh Agarwal,300000,1,OBC,Muslim,Syed,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,4.98,7.68,0,EAMCET,TS10817,64436,Day Scholar,98000,0,98000,,0,Route-2,Active
STU-01269,Srinath Raju,Male,2007-07-18,A+,9731010131,srinath.01269@student.aits.edu.in,24A81A930069,415490148680,XXXX-XXXX-6556,https://randomuser.me/api/portraits/men/82.jpg,AITS/TC/2024/1708,"Door No 4-12, Near Temple",Nizamabad,Telangana,503001,Gowtham Raju,Meghana Raju,9995900984,Gowtham Raju,250000,0,OC,Hindu,Velama,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,6.91,9.16,0,NRI,,,Day Scholar,98000,0,98000,,0,,Active
STU-01270,Sirisha Mishra,Female,2007-07-12,O+,9464806556,sirisha.01270@student.aits.edu.in,24A81A930070,123666096769,XXXX-XXXX-7857,https://randomuser.me/api/portraits/women/83.jpg,AITS/TC/2024/8153,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500052,Mohan Mishra,Anusha Mishra,9552030699,Mohan Mishra,800000,3,SC,Hindu,Madiga,Indian,Hindi,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.29,6.84,0,NRI,,,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,Route-6,Active
STU-01271,Pavan Arora,Male,2007-06-15,O+,9181620836,pavan.01271@student.aits.edu.in,24A81A930071,180627709074,XXXX-XXXX-3913,https://randomuser.me/api/portraits/men/84.jpg,AITS/TC/2024/5466,"Flat 3A, Residency",Warangal,Telangana,506001,Himanshu Arora,Dharani Arora,9838901931,Himanshu Arora,1500000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.46,5.16,0,EAMCET,TS85281,31098,Hosteller,98000,55000,153000,Merit,10000,,Active
STU-01272,Yashwanth Bhat,Male,2007-07-11,A-,9607966153,yashwanth.01272@student.aits.edu.in,24A81A930072,163641534677,XXXX-XXXX-8247,https://randomuser.me/api/portraits/men/85.jpg,AITS/TC/2024/6291,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500023,Qasim Bhat,Lavanya Bhat,9134431911,Qasim Bhat,250000,1,BC-A,Hindu,Goud,Indian,Hindi,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.2,6.1,0,Lateral Entry,TSLAT6477,2810,Day Scholar,98000,0,98000,,0,Route-2,Active
STU-01273,Siddharth Anand,Male,2007-06-04,A+,9153583561,siddharth.01273@student.aits.edu.in,24A81A930073,343124319192,XXXX-XXXX-4118,https://randomuser.me/api/portraits/men/86.jpg,AITS/TC/2024/5317,"Plot 22, Nagendra Nagar, Nacharam",Hyderabad,Telangana,500041,Girish Anand,Sreedevi Anand,9318058407,Girish Anand,300000,0,BC-A,Hindu,Goud,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,9.34,7.43,1,EAMCET,TS71009,7938,Day Scholar,98000,0,98000,,0,,Active
STU-01274,Himaja Mehta,Female,2007-11-21,O+,9257541996,himaja.01274@student.aits.edu.in,24A81A930074,963700280021,XXXX-XXXX-8576,https://randomuser.me/api/portraits/women/87.jpg,AITS/TC/2024/9832,"Door No 4-12, Near Temple",Nellore,Andhra Pradesh,524001,Eswar Mehta,Swetha Mehta,9219528003,Eswar Mehta,250000,1,BC-D,Hindu,Munnur Kapu,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,8.66,6.73,0,Lateral Entry,TSLAT4669,1838,Day Scholar,98000,0,98000,,0,,Active
STU-01275,Deepthi Varma,Female,2004-07-20,A-,9577224370,deepthi.01275@student.aits.edu.in,24A81A930075,140265214232,XXXX-XXXX-6809,https://randomuser.me/api/portraits/women/88.jpg,AITS/TC/2024/7156,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500098,Vivek Varma,Meghana Varma,9132777695,Vivek Varma,200000,3,BC-C,Muslim,Pinjari,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.95,8.88,0,EAMCET,TS59600,72853,Day Scholar,98000,0,98000,EBC,20000,,Active
STU-01276,Amulya Rao,Female,2005-12-10,B+,9146343096,amulya.01276@student.aits.edu.in,24A81A930076,483908688694,XXXX-XXXX-5849,https://randomuser.me/api/portraits/women/89.jpg,AITS/TC/2024/6248,"Door No 4-12, Near Temple",Nellore,Andhra Pradesh,524001,Waseem Rao,Sirisha Rao,9495790176,Waseem Rao,800000,0,BC-A,Hindu,Padmasali,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,5.57,8.67,0,EAMCET,TS85569,35204,Hosteller,98000,55000,153000,,0,,Active
STU-01277,Rajesh Mehta,Male,2007-10-22,O+,9979153731,rajesh.01277@student.aits.edu.in,24A81A930077,551659255573,XXXX-XXXX-1427,https://randomuser.me/api/portraits/men/90.jpg,AITS/TC/2024/2101,"Flat 3A, Residency",Eluru,Andhra Pradesh,534001,Tarun Mehta,Pooja Mehta,9702490500,Tarun Mehta,600000,1,SC,Hindu,Mala,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,6.95,7.2,0,EAMCET,TS67148,1423,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
STU-01278,Hemanth Sharma,Male,2006-03-16,O-,9841198297,hemanth.01278@student.aits.edu.in,24A81A930078,831889126179,XXXX-XXXX-3753,https://randomuser.me/api/portraits/men/91.jpg,AITS/TC/2024/7573,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500069,Lahari Sharma,Chandana Sharma,9632322473,Lahari Sharma,150000,0,BC-C,Muslim,Laddaf,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,5.03,7.32,0,Management,,,Day Scholar,98000,0,98000,EBC,20000,,Active
STU-01279,Priya Natarajan,Female,2004-04-21,B+,9441379960,priya.01279@student.aits.edu.in,24A81A930079,756965735594,XXXX-XXXX-6931,https://randomuser.me/api/portraits/women/92.jpg,AITS/TC/2024/8529,"H.No 2-45, Main Road",Vijayawada,Andhra Pradesh,520001,Zaheer Natarajan,Akshitha Natarajan,9279571103,Zaheer Natarajan,250000,0,SC,Hindu,Mala,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,5.54,8.54,0,Management,,,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
STU-01280,Qasim Kapoor,Male,2006-06-02,B+,9152299703,qasim.01280@student.aits.edu.in,24A81A930080,492972280897,XXXX-XXXX-2734,https://randomuser.me/api/portraits/men/93.jpg,AITS/TC/2024/9177,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500077,Bhargav Kapoor,Kavya Kapoor,9607754979,Bhargav Kapoor,300000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.18,6.63,0,NRI,,,Hosteller,98000,55000,153000,,0,,Active
STU-01281,Charan Agarwal,Male,2005-11-18,B+,9429525932,charan.01281@student.aits.edu.in,24A81A930081,689338920320,XXXX-XXXX-4853,https://randomuser.me/api/portraits/men/94.jpg,AITS/TC/2024/4099,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500025,Mahesh Agarwal,Prasanna Agarwal,9255258045,Mahesh Agarwal,150000,2,BC-B,Hindu,Viswabrahmins,Indian,Hindi,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,8.07,8.08,0,EAMCET,TS65808,76750,Day Scholar,98000,0,98000,EBC,20000,,Active
STU-01282,Meghana Kumar,Female,2006-11-03,O-,9363405704,meghana.01282@student.aits.edu.in,24A81A930082,713169526257,XXXX-XXXX-8837,https://randomuser.me/api/portraits/women/95.jpg,AITS/TC/2024/5534,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500092,Akhil Kumar,Deepthi Kumar,9242383199,Akhil Kumar,1000000,2,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.68,6.88,0,EAMCET,TS40857,44178,Day Scholar,98000,0,98000,Merit,10000,,Active
STU-01283,Lahari Yadav,Male,2004-09-04,B+,9222123506,lahari.01283@student.aits.edu.in,24A81A930083,710685493637,XXXX-XXXX-3582,https://randomuser.me/api/portraits/men/96.jpg,AITS/TC/2024/5002,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500047,Sudhakar Yadav,Pooja Yadav,9585393193,Sudhakar Yadav,300000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,6.49,6.46,0,EAMCET,TS20840,58736,Hosteller,98000,55000,153000,,0,,Active
STU-01284,Vijay Mehta,Male,2005-11-21,AB-,9159572195,vijay.01284@student.aits.edu.in,24A81A930084,457840636925,XXXX-XXXX-8902,https://randomuser.me/api/portraits/men/97.jpg,AITS/TC/2024/9109,"Flat 3A, Residency",Nellore,Andhra Pradesh,524001,Vivek Mehta,Bhavana Mehta,9592504051,Vivek Mehta,400000,1,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,ET,dept-et,CSD,CSE (Data Science),A93,2024,2028,2,B,3,7.52,8.13,1,EAMCET,TS93982,42846,Day Scholar,98000,0,98000,SC/ST Post-Matric,45000,,Active
